Wine,Type,Variety,Cost,Review,Rating,Overall,Taste,Store
2011 Ancient Peaks Winery Margarita Vineyard Renegade,Red,Blend,$15.99,Ancient Peaks Winery Margarita Vineyard Renegade 2011 - An Unusual Blend That Tastes Unusually Good (http://www.reversewinesnob.com/2014/06/ancient-peaks-winery-margarita-vineyard-renegade.html),Recommended Buy,7.3,8,Other
2011 Chateau Paul Mas Clos des Mures Coteaux du Languedoc,Red,Syrah,$14.99,Chateau Paul Mas Clos des Mures 2011 - So Good They Built A Wall Around The Vineyard (http://www.reversewinesnob.com/2013/09/chateau-paul-mas-clos-des-mures.html),Recommended Buy,7.3,8,Other
2011 Craggy Range Kidnappers Vineyard Hawkes Bay Chardonnay,White,Chardonnay,$15.99,Craggy Range Kidnappers Vineyard Hawkes Bay Chardonnay 2011 - The Fruit To The Rescue! (http://www.reversewinesnob.com/2013/02/craggy-range-kidnappers-vineyard-hawkes-bay-chardonnay.html),Recommended Buy,7.3,8,Other
2011 Darcie Kent Gruner Veltliner Rava Blackjack,White,Gruner Veltliner,$14.99,Darcie Kent Gruner Veltliner Rava Blackjack 2011 - Gruner in the U.S.A. (http://www.reversewinesnob.com/2013/02/darcie-kent-gruner-veltliner-rava-blackjack.html),Recommended Buy,7.3,8,Other
2011 La Baronne Coste-Lise Corbieres,Red,Blend,$14.99,Fine Finds From the Plonk Wine Club (http://www.reversewinesnob.com/2014/05/fine-finds-from-plonk-wine-club.html),Recommended Buy,7.3,8,Other
2011 Protea Red,Red,Blend,$14.99,Protea Red and White Wines - Much More Than a Pretty Face (http://www.reversewinesnob.com/2013/07/protea-red-and-white-wines.html),Recommended Buy,7.3,8,Other
2011 Veramonte Ritual Sauvignon Blanc,White,Sauvignon Blanc,$15.99,Veramonte Ritual Sauvignon Blanc 2011 - Tour of Chile Part 2 (Coastal Whites) (http://www.reversewinesnob.com/2012/05/veramonte-ritual-sauvignon-blanc-2011.html),Recommended Buy,7.3,8,Other
2011 Wairau River Marlborough Pinot Noir,Red,Pinot Noir,$15.99,Wairau River Marlborough Pinot Noir 2011 - Why Yes (http://www.reversewinesnob.com/2013/09/wairau-river-marlborough-pinot-noir.html),Recommended Buy,7.3,8,Other
2012 Byron Santa Barbara County Pinot Noir,Red,Pinot Noir,$14.99,Byron Santa Barbara County Chardonnay and Pinot Noir - Easy (http://www.reversewinesnob.com/2014/07/byron-santa-barbara-county-chardonnay-pinot-noir.html),Recommended Buy,7.3,8,Other
2012 Conundrum by Caymus White Wine,White,Blend,$15.99,Conundrum White Wine 2012 - Problem Solved (http://www.reversewinesnob.com/2013/12/conundrum-white-wine.html),Recommended Buy,7.3,8,Other
2012 Porter and Plot Pinot Noir,Red,Pinot Noir,$16.00,Porter and Plot Pinot Noir 2012 - Plenty Good (http://www.reversewinesnob.com/2014/06/porter-and-plot-pinot-noir.html),Recommended Buy,7.3,8,Club W
2012 Scott Harvey Amador County Mountain Selection Barbera,Red,Barbera,$15.99,Scott Harvey Amador County Mountain Selection Barbera 2012 - Amore! (http://www.reversewinesnob.com/2014/08/scott-harvey-amador-county-mountain-selection-barbera.html),Recommended Buy,7.3,8,Other
2012 Waterstone Carneros Chardonnay,White,Chardonnay,$15.99,Waterstone Carneros Pinot Noir 2011 and Chardonnay 2012 - A Dependable Duo (http://www.reversewinesnob.com/2014/11/waterstone-carneros-pinot-noir-and-chardonnay.html),Recommended Buy,7.3,8,Other
Freixenet Elyssia Pinot Noir Brut Rosé,Sparkling,Blend,$14.99,http://www.reversewinesnob.com/2011/12/freixenet-elyssia-pinot-noir-brut.html,Recommended Buy,7.3,8,Other
River Road Family Vineyards and Winery 2012 Nouveau Rosé of Pinot Noir,Rosé,Pinot Noir,$14.99,River Road 2012 Nouveau Rosé of Pinot Noir - Spring In A Bottle (http://www.reversewinesnob.com/2013/03/river-road-2012-nouveau-rose-of-pinot-noir.html),Recommended Buy,7.3,8,Other
Terra d'Oro Zinfandel Port,Port,Zinfandel,$14.99,http://www.reversewinesnob.com/2011/11/terra-doro-zinfandel-port-wonderful-way.html,Recommended Buy,7.3,8,Other
2006 Marco Real Crianza,Red,Blend,$9.99,http://www.reversewinesnob.com/2011/08/2006-marco-real-crianza-wines-of.html,Recommended Buy,7.3,7,Other
2007 Bodegas Montecillo Crianza,Red,Tempranillo,$8.99,http://www.reversewinesnob.com/2011/08/2007-bodegas-montecillo-crianza-first.html,Recommended Buy,7.3,7,Other
2007 Clos du Bois Cabernet Sauvignon North Coast,Red,Cabernet Sauvignon,$9.99,http://goo.gl/xuYrr,Recommended Buy,7.3,7,Costco
2007 Mietz Cellars Sonoma County Syrah,Red,Syrah,$9.99,Mietz Cellars Sonoma County Syrah and Pinot Noir - Rare Finds (http://www.reversewinesnob.com/2013/10/mietz-cellars-sonoma-syrah-and-pinot-noir.html),Recommended Buy,7.3,7,Other
2008 Bogle Vineyards Petite Sirah,Red,Petite Sirah,$9.99,http://goo.gl/qLman,Recommended Buy,7.3,7,Costco
2008 Château Labrande Cahors Malbec,Red,Malbec,$9.98,http://goo.gl/fJc8R,Recommended Buy,7.3,7,Costco
2008 Chateau Vergnes-Beaulieu Bordeaux Rouge,Red,Blend,$9.99,Budget Bordeaux (http://www.reversewinesnob.com/2012/05/budget-bordeaux.html),Recommended Buy,7.3,7,Other
2008 Enrique Mendoza La Tremenda Monastrell,Red,Monastrell,$9.99,Viva La Monastrell! (http://www.reversewinesnob.com/2012/04/enrique-mendoza-la-tremenda-monastrell.html),Recommended Buy,7.3,7,Other
2009 Alex Elman Organic Malbec,Red,Malbec,$10.99,http://www.reversewinesnob.com/2011/07/2009-alex-elman-organic-malbec.html,Recommended Buy,7.3,7,Other
2009 Big House Cardinal Zin Beastly Old Vines,Red,Zinfandel,$9.99,http://goo.gl/pZ4qr,Recommended Buy,7.3,7,Other
2009 Bodegas La Purisima Capa Rota Monastrell and Syrah,Red,Blend,$9.99,Bodegas La Purisima Capa Rota Monastrell & Syrah 2009 - A Blackberry Jam-A-Rama (http://www.reversewinesnob.com/2012/06/bodegas-la-purisima-capa-rota.html),Recommended Buy,7.3,7,Other
2009 Chateau Marjoureau Bordeaux Superieur Rouge,Red,Blend,$9.99,Budget Bordeaux (http://www.reversewinesnob.com/2012/05/budget-bordeaux.html),Recommended Buy,7.3,7,Other
2009 Concannon Conservancy Crimson & Clover Livermore Valley,Red,Blend,$9.99,http://www.reversewinesnob.com/2011/11/concannon-conservancy-crimson-clover.html,Recommended Buy,7.3,7,Other
2009 Concha y Toro Carménère Casillero del Diablo,Red,Carmenere,$8.99,http://goo.gl/WoIDi,Recommended Buy,7.3,7,Trader Joe's
2009 Francis Coppola Diamond Collection Gold Label Monterey County Chardonnay,White,Chardonnay,$9.99,http://www.reversewinesnob.com/2012/01/francis-coppola-diamond-collection-gold.html,Recommended Buy,7.3,7,Other
2009 Hess Select Chardonnay,White,Chardonnay,$9.99,http://goo.gl/Z7GGS,Recommended Buy,7.3,7,Other
2009 Red Rock Reserve Pinot Noir,Red,Pinot Noir,$8.99,http://www.reversewinesnob.com/2012/01/red-rock-reserve-pinot-noir-2009-hunt.html,Recommended Buy,7.3,7,Other
2009 Red Rock Winery Reserve Winemaker's Blend,Red,Blend,$9.99,Sweet Red Cherry and Spice (http://www.reversewinesnob.com/2012/03/red-rock-reserve-winemakers-blend-2009.html),Recommended Buy,7.3,7,Other
2009 Rudi Wiest Rhein River Riesling,White,Riesling,$9.99,Rudi Wiest Rhein River Riesling 2009 - A Crowd And Wallet Pleasing Wine From Germany (http://www.reversewinesnob.com/2013/05/rudi-wiest-rhein-river-riesling.html),Recommended Buy,7.3,7,Other
2009 Santa Julia Reserva Cabernet Sauvignon,Red,Cabernet Sauvignon,$9.99,http://www.reversewinesnob.com/2012/02/santa-julia-reserva-cabernet-sauvignon.html,Recommended Buy,7.3,7,Other
2009 Vinum Natura de Chateau Vallon des Brumes Bordeaux Rouge,Red,Blend,$8.99,Budget Bordeaux (http://www.reversewinesnob.com/2012/05/budget-bordeaux.html),Recommended Buy,7.3,7,Other
2010 Adega Condes de Albarei Salneval Albarino,White,Albarino,$8.99,Salneval Albarino 2010 - An Albarino A Day Keeps The Heat At Bay (http://www.reversewinesnob.com/2012/05/salneval-albarino-2010-albarino-day.html),Recommended Buy,7.3,7,Other
2010 Barone Fini Valdadige Pinot Grigio,White,Pinot Grigio,$8.99,http://www.reversewinesnob.com/2012/02/barone-fini-valdadige-pinot-grigio-2010.html,Recommended Buy,7.3,7,Other
2010 Big House Naked Chardonnay Unchained,White,Chardonnay,$9.99,http://goo.gl/N6sKC,Recommended Buy,7.3,7,Other
2010 Bodegas Dinastía Vivanco Rioja White Blend,White,Blend,$9.99,http://www.reversewinesnob.com/2011/11/dinastia-vivanco-rioja-white-blend-2010.html,Recommended Buy,7.3,7,Other
2010 Bodegas La Purisima Capa Rota Macabeo,White,Macabeo,$9.99,More Macabeo Please (http://www.reversewinesnob.com/2012/03/bodegas-la-purisima-capa-rota-macabeo.html),Recommended Buy,7.3,7,Other
2010 Château Bonnet Bordeaux Rosé,Rosé,Blend,$8.99,http://www.reversewinesnob.com/2011/10/2010-chateau-bonnet-bordeaux-rose.html,Recommended Buy,7.3,7,Costco
2010 Chateau Lamothe Vincent Bordeaux Rouge 2010,Red,Blend,$9.99,Budget Bordeaux (http://www.reversewinesnob.com/2012/05/budget-bordeaux.html),Recommended Buy,7.3,7,Other
2010 Dashwood Marlborough Sauvignon Blanc,White,Sauvignon Blanc,$8.99,http://www.reversewinesnob.com/2012/03/dashwood-marlborough-sauvignon-blanc.html,Recommended Buy,7.3,7,Other
2010 Echelon Pinot Grigio,White,Pinot Grigio,$9.99,Echelon Pinot Grigio 2010 - Live Life On The Sweet Side (http://www.reversewinesnob.com/2012/08/echelon-pinot-grigio-2010-live-life-on.html),Recommended Buy,7.3,7,Other
2010 Famiglia Meschini Premium Unoaked Chardonnay,White,Chardonnay,$9.99,http://goo.gl/QS9Yk,Recommended Buy,7.3,7,Other
2010 Familia Zuccardi Santa Julia Organica Malbec,Red,Malbec,$8.99,http://goo.gl/RbhDX,Recommended Buy,7.3,7,Other
2010 Gnarly Head Authentic Red,Red,Blend,$8.99,Gnarly Head Authentic Red 2010 - Ready to Party (http://www.reversewinesnob.com/2013/07/gnarly-head-authentic-red.html),Recommended Buy,7.3,7,Costco
2010 Guy Saget Estates La Petite Perriere Sauvignon Blanc,White,Sauvignon Blanc,$9.99,http://www.reversewinesnob.com/2012/02/guy-saget-la-petite-perrierie-sauvignon.html,Recommended Buy,7.3,7,Other
2010 Hess Select North Coast Sauvignon Blanc,White,Sauvignon Blanc,$9.99,http://www.reversewinesnob.com/2011/08/2010-hess-select-sauvignon-blanc-north.html,Recommended Buy,7.3,7,Other
2010 Jean-Luc Colombo Les Abeilles Côtes du Rhône Blanc,White,Blend,$8.99,http://www.reversewinesnob.com/2011/12/jean-luc-colombo-les-abeilles-blanc.html,Recommended Buy,7.3,7,Other
2010 Joel Gott Alakai Red Wine,Red,Grenache,$14.99,Joel Gott Alakai 2010 - I Like It (http://www.reversewinesnob.com/2013/06/joel-gott-alakai-red-wine.html),Recommended Buy,7.3,7,Other
2010 McManis Family Vineyards Petite Sirah,Red,Petite Sirah,$8.99,http://www.reversewinesnob.com/2012/02/mcmanis-family-vineyards-petite-sirah.html,Recommended Buy,7.3,7,Other
2010 Morro Bay Split Oak Estates Chardonnay Sur Lie,White,Chardonnay,$9.99,Morro Bay Split Oak Estates Chardonnay Sur Lie 2010 - Nicely Neutral (http://www.reversewinesnob.com/2012/07/morro-bay-split-oak-estates-chardonnay.html),Recommended Buy,7.3,7,Other
2010 Pueblo del Sol Tannat,Red,Tannat,$9.99,Tannat Tuesday - Pueblo del Sol Tannat 2010 (http://www.reversewinesnob.com/2013/09/tannat-tuesday-pueblo-del-sol-tannat.html),Recommended Buy,7.3,7,Other
2010 Robert Mondavi Private Selection Cabernet Sauvignon ,Red,Cabernet Sauvignon,$7.99,http://www.reversewinesnob.com/2012/02/robert-mondavi-private-selection.html,Recommended Buy,7.3,7,Costco
2010 St. James Winery Vignoles Ozark Highlands Semi-Dry White Wine,White,Vignoles,$9.99,A Pineapple Lover's Paradise (http://www.reversewinesnob.com/2012/03/st-james-winery-vignoles-ozark.html),Recommended Buy,7.3,7,Other
2010 Wente Estate Grown Morning Fog Chardonnay,White,Chardonnay,$9.99,Wente Morning Fog Chardonnay 2010 - Afternoon Delight (http://www.reversewinesnob.com/2012/08/wente-morning-fog-chardonnay-2010.html),Recommended Buy,7.3,7,Other
2010 Yalumba The Y Series Shiraz Viognier,Red,Shiraz,$9.99,Yalumba The Y Series Shiraz Viognier 2010 - You'll Like It (http://www.reversewinesnob.com/2012/08/yalumba-y-series-shiraz-viognier-2010.html),Recommended Buy,7.3,7,Other
2011 Buitenverwachting Beyond Sauvignon Blanc,White,Sauvignon Blanc,$8.99,Beyond Sauvignon Blanc 2011: Flavor-Full (http://www.reversewinesnob.com/2012/10/buitenverwachting-beyond-sauvignon-blanc.html),Recommended Buy,7.3,7,Other
2011 Cono Sur Vision Single Vineyard Sauvignon Blanc,White,Sauvignon Blanc,$9.99,Tour of Chile Part 2 (Coastal Whites) (http://www.reversewinesnob.com/2012/04/cono-sur-vision-single-vineyard-loma.html),Recommended Buy,7.3,7,Other
2011 De Martino Estate Organic Cabernet Sauvignon ,Red,Cabernet Sauvignon,$9.99,De Martino Estate Wines From Chile - Organically Good (http://www.reversewinesnob.com/2013/04/de-martino-estate-organic-wines-from-chile.html),Recommended Buy,7.3,7,Other
2011 De Martino Estate Organic Carmenere ,Red,Carmenere,$9.99,De Martino Estate Wines From Chile - Organically Good (http://www.reversewinesnob.com/2013/04/de-martino-estate-organic-wines-from-chile.html),Recommended Buy,7.3,7,Other
2011 Douglas Green The Beach House Pinot Grigio,White,Pinot Grigio,$8.99,Douglas Green The Beach House Pinot Grigio 2011 - A Classic Pinot Grigio (http://www.reversewinesnob.com/2012/09/douglas-green-beach-house-pinot-grigio.html),Recommended Buy,7.3,7,Other
2011 Feudo di Santa Tresa Purato Nero d'Avola Terre Siciliane,Red,Nero d'Avola,$8.99,Purato Nero d'Avola 2011 - The Perfect Pizza Wine? (http://www.reversewinesnob.com/2014/01/purato-nero-davola.html),Recommended Buy,7.3,7,Other
2011 Fulkerson Winery Semi-Dry Riesling,White,Riesling,$9.99,Finger Lakes Riesling Roundup - Round Two! (http://www.reversewinesnob.com/2012/10/finger-lakes-riesling-roundup-round-two.html),Recommended Buy,7.3,7,Other
2011 Grazioso Organic Torrontés,White,Torrontés,$9.99,http://www.reversewinesnob.com/2012/02/grazioso-organic-torrontes-2011-like.html,Recommended Buy,7.3,7,Other
2011 Honey Badger Sweet Red Wine,Dessert,Shiraz,$8.99,Honey Badger Sweet Red Wine 2011 - Don't Like Sweet Red Wine? Honey Badger Don't Care! (http://www.reversewinesnob.com/2012/09/honey-badger-sweet-red-wine-2011.html),Recommended Buy,7.3,7,Other
2011 Josh Cellars North Coast Cabernet Sauvignon,Red,Cabernet Sauvignon,$9.99,Josh Cellars Cabernet Sauvignon 2011 - Say Hello To Your New Value Cab (http://www.reversewinesnob.com/2013/11/josh-cellars-cabernet-sauvignon.html),Recommended Buy,7.3,7,Other
2011 Lagarde Alta Cumbres Malbec,Red,Malbec,$8.99,Lagarde Alta Cumbres Malbec 2011 - A Modest Malbec (http://www.reversewinesnob.com/2013/01/lagarde-alta-cumbres-malbec.html),Recommended Buy,7.3,7,Other
2011 M. Chapoutier Belleruche Cotes-Du-Rhone Rosé,Rosé,Blend,$9.99,"M. Chapoutier Belleruche Cotes-Du-Rhone Rosé 2011 - Pink, French and Refreshing (http://www.reversewinesnob.com/2012/07/m-chapoutier-belleruche-cotes-du-rhone-rose.html)",Recommended Buy,7.3,7,Other
2011 M. Chapoutier Cotes-du-Rhone Belleruche Rouge,Red,Blend,$9.99,M. Chapoutier Cotes-du-Rhone Belleruche Rouge 2011 - A Smoky Character (http://www.reversewinesnob.com/2013/07/m-chapoutier-cotes-du-rhone-belleruche-rouge.html),Recommended Buy,7.3,7,Other
2011 McManis Family Vineyards Viognier,White,Viognier,$9.99,McManis Family Vineyards Viognier 2011 - Don't Call It A Comeback (http://www.reversewinesnob.com/2012/07/mcmanis-family-vineyards-viognier-2011.html),Recommended Buy,7.3,7,Other
2011 OGIO Pinot Grigio,White,Pinot Grigio,$9.99,OGIO Wines Pinot Grigio and Tuscan Red - Refined and Food Flexible (http://www.reversewinesnob.com/2013/07/ogio-wines-pinot-grigio-and-tuscan-red.html),Recommended Buy,7.3,7,Other
2011 OGIO Tuscan Red,Red,Blend,$9.99,OGIO Wines Pinot Grigio and Tuscan Red - Refined and Food Flexible (http://www.reversewinesnob.com/2013/07/ogio-wines-pinot-grigio-and-tuscan-red.html),Recommended Buy,7.3,7,Other
2011 Pepi Chenin Blanc Viognier,White,Blend,$9.99,Pepi Chenin Blanc Viognier 2011 - A Perfect Wine For A Picnic (http://www.reversewinesnob.com/2012/11/pepi-chenin-blanc-viognier-2011.html),Recommended Buy,7.3,7,Other
2011 Roscato Rosso Dolce,Sparkling,Red Blend,$8.99,"Roscato Rosso Dolce 2011 - Fresh, Fruity, Fizzy and Fun (http://www.reversewinesnob.com/2013/10/roscato-rosso-dolce.html)",Recommended Buy,7.3,7,Other
2011 Torraccia di Presura Il Tarocco Chianti Classico,Red,Sangiovese,$9.99,Il Tarocco Chianti Classico 2011 - Trader Joe's Top Picks Wine #3 (http://www.reversewinesnob.com/2014/05/il-tarocco-chianti-classico.html),Recommended Buy,7.3,7,Trader Joe's
2011 Vina Casablanc Nimbus Single Vineyard Sauvignon Blanc,White,Sauvignon Blanc,$9.99,Tour of Chile Part 2 (Coastal Whites) (http://www.reversewinesnob.com/2012/04/vina-casablanca-nimbus-single-vineyard.html),Recommended Buy,7.3,7,Other
2011 VINI Pinot Noir,Red,Pinot Noir,$8.99,VINI Wines - Bulgaria Brings It (http://www.reversewinesnob.com/2013/08/vini-wines-bulgaria-brings-it.html),Recommended Buy,7.3,7,Other
2011 Wagner Vineyards Dry Riesling,White,Riesling,$8.99,Finger Lakes Riesling Roundup - Round Two! (http://www.reversewinesnob.com/2012/10/finger-lakes-riesling-roundup-round-two.html),Recommended Buy,7.3,7,Other
2011 Wines For Dummies Chardonnay,White,Chardonnay,$8.99,Wine For Dummies - Marketing Gone Wild? (http://www.reversewinesnob.com/2013/08/wine-for-dummies.html),Recommended Buy,7.3,7,Other
2011 Wines For Dummies Chianti,Red,Sangiovese,$8.99,Wine For Dummies - Marketing Gone Wild? (http://www.reversewinesnob.com/2013/08/wine-for-dummies.html),Recommended Buy,7.3,7,Other
2011 Yarden Mount Hermon Galilee White Wine,White,Blend,$9.99,Yarden Mount Hermon Galilee White Wine 2011 - Surprisingly Deep and Very Satisfying (http://www.reversewinesnob.com/2013/07/yarden-mount-hermon-galilee-white-wine.html),Recommended Buy,7.3,7,Other
2011 Zolo Bonarda,Red,Bonarda,$9.99,Zolo Bonarda 2011 - Move Over Malbec (http://www.reversewinesnob.com/2013/05/zolo-bonarda-2011-move-over-malbec.html),Recommended Buy,7.3,7,Other
2012 Cave la Romaine Cotes du Ventoux Rosé Tradition,Rosé,Grenache,$9.99,Spend Thanksgiving In The Pink - Rosé Wine For Your Holiday Feasts (http://www.reversewinesnob.com/2013/11/spend-thanksgiving-in-the-pink-with-rose-wine.html),Recommended Buy,7.3,7,Other
2012 Crios Rose of Malbec,Rosé,Malbec,$9.99,Crios Torrontes and Rose of Malbec - More Scrumptious Summertime Sippers (http://www.reversewinesnob.com/2013/05/crios-torrontes-and-rose-of-malbec.html),Recommended Buy,7.3,7,Other
2012 Crios Torrontes,White,Torrontés,$9.99,Crios Torrontes and Rose of Malbec - More Scrumptious Summertime Sippers (http://www.reversewinesnob.com/2013/05/crios-torrontes-and-rose-of-malbec.html),Recommended Buy,7.3,7,Costco
2012 De Martino Estate Organic Sauvignon Blanc ,White,Sauvignon Blanc,$9.99,De Martino Estate Wines From Chile - Organically Good (http://www.reversewinesnob.com/2013/04/de-martino-estate-organic-wines-from-chile.html),Recommended Buy,7.3,7,Other
2012 Fortant Coast Select Grenache Rosé,Rosé,Grenache,$9.99,Fortant Coast Select Grenache Rosé 2012 - Get To Know The Pink Drink (http://www.reversewinesnob.com/2014/04/fortant-coast-select-grenache-rose.html),Recommended Buy,7.3,7,Other
"2012 Giordano Puglia Sangiovese ""Apuliae Collection""",Red,Sangiovese,$9.49,Giordano Wines - Italian Favorites On A Budget (http://www.reversewinesnob.com/2013/06/giordano-wines-italian-favorites-on-budget.html),Recommended Buy,7.3,7,Other
2012 Menage a Trois Malbec,Red,Malbec,$9.99,Menage a Trois Malbec 2012 - Simply Tasty (http://www.reversewinesnob.com/2014/07/menage-trois-malbec.html),Recommended Buy,7.3,7,Other
2012 Simonsig Chenin Blanc,White,Chenin Blanc,$9.99,Simonsig Chenin Blanc 2012 - Charming (http://www.reversewinesnob.com/2013/10/simonsig-chenin-blanc.html),Recommended Buy,7.3,7,Other
2012 The Seeker Riesling,White,Riesling,$9.99,The Seeker Riesling 2012 - An Excellent Match For Spicy Asian Food (http://www.reversewinesnob.com/2013/08/the-seeker-riesling.html),Recommended Buy,7.3,7,Other
2012 Trivento Reserve Torrontés,White,Torrontes,$9.99,Trivento Reserve Torrontés 2012 - Terrific Torrontés (http://www.reversewinesnob.com/2014/08/trivento-reserve-torrontes.html),Recommended Buy,7.3,7,Other
2012 Wines For Dummies Pinot Grigio,White,Pinot Grigio,$8.99,Wine For Dummies - Marketing Gone Wild? (http://www.reversewinesnob.com/2013/08/wine-for-dummies.html),Recommended Buy,7.3,7,Other
2013 Bellingham Citrus Grove Chenin Blanc,White,Chenin Blanc,$9.99,Bellingham Citrus Grove Chenin Blanc 2013 - Even The Bottle Smells Good... (http://www.reversewinesnob.com/2014/06/bellingham-citrus-grove-chenin-blanc.html),Recommended Buy,7.3,7,Whole Foods
